0,3.5
1,3.0
2,3.2
3,3.1
4,3.6
5,3.9
6,3.4
7,3.4
8,2.9
9,3.1
10,3.7
11,3.4
12,3.0
13,3.0
14,4.0
15,4.4
16,3.9
17,3.5
18,3.8
19,3.8
20,3.4
21,3.7
22,3.6
23,3.3
24,3.4
25,3.0
26,3.4
27,3.5
28,3.4
29,3.2
30,3.1
31,3.4
32,4.1
33,4.2
34,3.1
35,3.2
36,3.5
37,3.1
38,3.0
39,3.4
40,3.5
41,2.3
42,3.2
43,3.5
44,3.8
45,3.0
46,3.8
47,3.2
48,3.7
49,3.3
50,3.2
51,3.2
52,3.1
53,2.3
54,2.8
55,2.8
56,3.3
57,2.4
58,2.9
59,2.7
60,2.0
61,3.0
62,2.2
63,2.9
64,2.9
65,3.1
66,3.0
67,2.7
68,2.2
69,2.5
70,3.2
71,2.8
72,2.5
73,2.8
74,2.9
75,3.0
76,2.8
77,3.0
78,2.9
79,2.6
80,2.4
81,2.4
82,2.7
83,2.7
84,3.0
85,3.4
86,3.1
87,2.3
88,3.0
89,2.5
90,2.6
91,3.0
92,2.6
93,2.3
94,2.7
95,3.0
96,2.9
97,2.9
98,2.5
99,2.8
