0,0.2
1,0.2
2,0.2
3,0.2
4,0.2
5,0.4
6,0.3
7,0.2
8,0.2
9,0.1
10,0.2
11,0.2
12,0.1
13,0.1
14,0.2
15,0.4
16,0.4
17,0.3
18,0.3
19,0.3
20,0.2
21,0.4
22,0.2
23,0.5
24,0.2
25,0.2
26,0.4
27,0.2
28,0.2
29,0.2
30,0.2
31,0.4
32,0.1
33,0.2
34,0.1
35,0.2
36,0.2
37,0.1
38,0.2
39,0.2
40,0.3
41,0.3
42,0.2
43,0.6
44,0.4
45,0.3
46,0.2
47,0.2
48,0.2
49,0.2
50,1.4
51,1.5
52,1.5
53,1.3
54,1.5
55,1.3
56,1.6
57,1.0
58,1.3
59,1.4
60,1.0
61,1.5
62,1.0
63,1.4
64,1.3
65,1.4
66,1.5
67,1.0
68,1.5
69,1.1
70,1.8
71,1.3
72,1.5
73,1.2
74,1.3
75,1.4
76,1.4
77,1.7
78,1.5
79,1.0
80,1.1
81,1.0
82,1.2
83,1.6
84,1.5
85,1.6
86,1.5
87,1.3
88,1.3
89,1.3
90,1.2
91,1.4
92,1.2
93,1.0
94,1.3
95,1.2
96,1.3
97,1.3
98,1.1
99,1.3
