0,1.4
1,1.4
2,1.3
3,1.5
4,1.4
5,1.7
6,1.4
7,1.5
8,1.4
9,1.5
10,1.5
11,1.6
12,1.4
13,1.1
14,1.2
15,1.5
16,1.3
17,1.4
18,1.7
19,1.5
20,1.7
21,1.5
22,1.0
23,1.7
24,1.9
25,1.6
26,1.6
27,1.5
28,1.4
29,1.6
30,1.6
31,1.5
32,1.5
33,1.4
34,1.5
35,1.2
36,1.3
37,1.5
38,1.3
39,1.5
40,1.3
41,1.3
42,1.3
43,1.6
44,1.9
45,1.4
46,1.6
47,1.4
48,1.5
49,1.4
50,4.7
51,4.5
52,4.9
53,4.0
54,4.6
55,4.5
56,4.7
57,3.3
58,4.6
59,3.9
60,3.5
61,4.2
62,4.0
63,4.7
64,3.6
65,4.4
66,4.5
67,4.1
68,4.5
69,3.9
70,4.8
71,4.0
72,4.9
73,4.7
74,4.3
75,4.4
76,4.8
77,5.0
78,4.5
79,3.5
80,3.8
81,3.7
82,3.9
83,5.1
84,4.5
85,4.5
86,4.7
87,4.4
88,4.1
89,4.0
90,4.4
91,4.6
92,4.0
93,3.3
94,4.2
95,4.2
96,4.2
97,4.3
98,3.0
99,4.1
