0,5.1
1,4.9
2,4.7
3,4.6
4,5.0
5,5.4
6,4.6
7,5.0
8,4.4
9,4.9
10,5.4
11,4.8
12,4.8
13,4.3
14,5.8
15,5.7
16,5.4
17,5.1
18,5.7
19,5.1
20,5.4
21,5.1
22,4.6
23,5.1
24,4.8
25,5.0
26,5.0
27,5.2
28,5.2
29,4.7
30,4.8
31,5.4
32,5.2
33,5.5
34,4.9
35,5.0
36,5.5
37,4.9
38,4.4
39,5.1
40,5.0
41,4.5
42,4.4
43,5.0
44,5.1
45,4.8
46,5.1
47,4.6
48,5.3
49,5.0
50,7.0
51,6.4
52,6.9
53,5.5
54,6.5
55,5.7
56,6.3
57,4.9
58,6.6
59,5.2
60,5.0
61,5.9
62,6.0
63,6.1
64,5.6
65,6.7
66,5.6
67,5.8
68,6.2
69,5.6
70,5.9
71,6.1
72,6.3
73,6.1
74,6.4
75,6.6
76,6.8
77,6.7
78,6.0
79,5.7
80,5.5
81,5.5
82,5.8
83,6.0
84,5.4
85,6.0
86,6.7
87,6.3
88,5.6
89,5.5
90,5.5
91,6.1
92,5.8
93,5.0
94,5.6
95,5.7
96,5.7
97,6.2
98,5.1
99,5.7
