Newton_method Runge_Kutta Analytical_solution
0.941108 0.941168 0.941168
0.941297 0.941357 0.941357
0.941486 0.941545 0.941545
0.941674 0.941734 0.941734
0.941863 0.941923 0.941923
0.942052 0.942112 0.942112
0.94224 0.9423 0.9423
0.942429 0.942489 0.942489
0.942618 0.942678 0.942678
0.942807 0.942867 0.942867
0.942996 0.943056 0.943056
0.943185 0.943245 0.943245
0.943374 0.943434 0.943434
0.943563 0.943623 0.943623
0.943752 0.943812 0.943812
0.943941 0.944001 0.944001
0.94413 0.94419 0.94419
0.944319 0.944379 0.944379
0.944508 0.944568 0.944568
0.944697 0.944758 0.944758
0.944886 0.944947 0.944947
0.945076 0.945136 0.945136
0.945265 0.945326 0.945326
0.945454 0.945515 0.945515
0.945644 0.945704 0.945704
0.945833 0.945894 0.945894
0.946023 0.946083 0.946083
0.946212 0.946273 0.946273
0.946402 0.946462 0.946462
0.946591 0.946652 0.946652
0.946781 0.946842 0.946842
0.946971 0.947031 0.947031
0.94716 0.947221 0.947221
0.94735 0.947411 0.947411
0.94754 0.9476 0.9476
0.947729 0.94779 0.94779
0.947919 0.94798 0.94798
0.948109 0.94817 0.94817
0.948299 0.94836 0.94836
0.948489 0.94855 0.94855
0.948679 0.94874 0.94874
0.948869 0.94893 0.94893
0.949059 0.94912 0.94912
0.949249 0.94931 0.94931
0.949439 0.9495 0.9495
0.949629 0.94969 0.94969
0.949819 0.949881 0.949881
0.95001 0.950071 0.950071
0.9502 0.950261 0.950261
0.95039 0.950451 0.950451
0.950581 0.950642 0.950642
0.950771 0.950832 0.950832
0.950961 0.951023 0.951023
0.951152 0.951213 0.951213
0.951342 0.951404 0.951404
0.951533 0.951594 0.951594
0.951723 0.951785 0.951785
0.951914 0.951975 0.951975
0.952104 0.952166 0.952166
0.952295 0.952357 0.952357
0.952486 0.952547 0.952547
0.952677 0.952738 0.952738
0.952867 0.952929 0.952929
0.953058 0.95312 0.95312
0.953249 0.953311 0.953311
0.95344 0.953501 0.953501
0.953631 0.953692 0.953692
0.953822 0.953883 0.953883
0.954013 0.954074 0.954074
0.954204 0.954265 0.954265
0.954395 0.954457 0.954457
0.954586 0.954648 0.954648
0.954777 0.954839 0.954839
0.954968 0.95503 0.95503
0.955159 0.955221 0.955221
0.95535 0.955412 0.955412
0.955542 0.955604 0.955604
0.955733 0.955795 0.955795
0.955924 0.955986 0.955986
0.956116 0.956178 0.956178
0.956307 0.956369 0.956369
0.956499 0.956561 0.956561
0.95669 0.956752 0.956752
0.956882 0.956944 0.956944
0.957073 0.957135 0.957135
0.957265 0.957327 0.957327
0.957456 0.957519 0.957519
0.957648 0.95771 0.95771
0.95784 0.957902 0.957902
0.958032 0.958094 0.958094
0.958223 0.958286 0.958286
0.958415 0.958478 0.958478
0.958607 0.95867 0.95867
0.958799 0.958861 0.958861
0.958991 0.959053 0.959053
0.959183 0.959245 0.959245
0.959375 0.959437 0.959437
0.959567 0.95963 0.95963
0.959759 0.959822 0.959822
0.959951 0.960014 0.960014
0.960143 0.960206 0.960206
0.960335 0.960398 0.960398
0.960528 0.96059 0.96059
0.96072 0.960783 0.960783
0.960912 0.960975 0.960975
0.961104 0.961167 0.961167
0.961297 0.96136 0.96136
0.961489 0.961552 0.961552
0.961682 0.961745 0.961745
0.961874 0.961937 0.961937
0.962067 0.96213 0.96213
0.962259 0.962322 0.962322
0.962452 0.962515 0.962515
0.962644 0.962708 0.962708
0.962837 0.9629 0.9629
0.96303 0.963093 0.963093
0.963223 0.963286 0.963286
0.963415 0.963479 0.963479
0.963608 0.963672 0.963672
0.963801 0.963864 0.963864
0.963994 0.964057 0.964057
0.964187 0.96425 0.96425
0.96438 0.964443 0.964443
0.964573 0.964636 0.964636
0.964766 0.964829 0.964829
0.964959 0.965023 0.965023
0.965152 0.965216 0.965216
0.965345 0.965409 0.965409
0.965538 0.965602 0.965602
0.965732 0.965795 0.965795
0.965925 0.965989 0.965989
0.966118 0.966182 0.966182
0.966312 0.966375 0.966375
0.966505 0.966569 0.966569
0.966698 0.966762 0.966762
0.966892 0.966956 0.966956
0.967085 0.967149 0.967149
0.967279 0.967343 0.967343
0.967472 0.967536 0.967536
0.967666 0.96773 0.96773
0.96786 0.967924 0.967924
0.968053 0.968117 0.968117
0.968247 0.968311 0.968311
0.968441 0.968505 0.968505
0.968635 0.968699 0.968699
0.968828 0.968893 0.968893
0.969022 0.969086 0.969086
0.969216 0.96928 0.96928
0.96941 0.969474 0.969474
0.969604 0.969668 0.969668
0.969798 0.969862 0.969862
0.969992 0.970056 0.970056
0.970186 0.970251 0.970251
0.97038 0.970445 0.970445
0.970574 0.970639 0.970639
0.970769 0.970833 0.970833
0.970963 0.971027 0.971027
0.971157 0.971222 0.971222
0.971352 0.971416 0.971416
0.971546 0.97161 0.97161
0.97174 0.971805 0.971805
0.971935 0.971999 0.971999
0.972129 0.972194 0.972194
0.972324 0.972388 0.972388
0.972518 0.972583 0.972583
0.972713 0.972778 0.972778
0.972907 0.972972 0.972972
0.973102 0.973167 0.973167
0.973297 0.973362 0.973362
0.973491 0.973556 0.973556
0.973686 0.973751 0.973751
0.973881 0.973946 0.973946
0.974076 0.974141 0.974141
0.974271 0.974336 0.974336
0.974466 0.974531 0.974531
0.974661 0.974726 0.974726
0.974856 0.974921 0.974921
0.975051 0.975116 0.975116
0.975246 0.975311 0.975311
0.975441 0.975506 0.975506
0.975636 0.975701 0.975701
0.975831 0.975896 0.975896
0.976026 0.976092 0.976092
0.976222 0.976287 0.976287
0.976417 0.976482 0.976482
0.976612 0.976678 0.976678
0.976808 0.976873 0.976873
0.977003 0.977069 0.977069
0.977199 0.977264 0.977264
0.977394 0.97746 0.97746
0.97759 0.977655 0.977655
0.977785 0.977851 0.977851
0.977981 0.978046 0.978046
0.978176 0.978242 0.978242
0.978372 0.978438 0.978438
0.978568 0.978634 0.978634
0.978764 0.978829 0.978829
0.978959 0.979025 0.979025
0.979155 0.979221 0.979221
0.979351 0.979417 0.979417
0.979547 0.979613 0.979613
0.979743 0.979809 0.979809
0.979939 0.980005 0.980005
0.980135 0.980201 0.980201
0.980331 0.980397 0.980397
0.980527 0.980593 0.980593
0.980723 0.980789 0.980789
0.980919 0.980986 0.980986
0.981116 0.981182 0.981182
0.981312 0.981378 0.981378
0.981508 0.981574 0.981574
0.981705 0.981771 0.981771
0.981901 0.981967 0.981967
0.982097 0.982164 0.982164
0.982294 0.98236 0.98236
0.98249 0.982557 0.982557
0.982687 0.982753 0.982753
0.982883 0.98295 0.98295
0.98308 0.983146 0.983146
0.983277 0.983343 0.983343
0.983473 0.98354 0.98354
0.98367 0.983737 0.983737
0.983867 0.983933 0.983933
0.984064 0.98413 0.98413
0.98426 0.984327 0.984327
0.984457 0.984524 0.984524
0.984654 0.984721 0.984721
0.984851 0.984918 0.984918
0.985048 0.985115 0.985115
0.985245 0.985312 0.985312
0.985442 0.985509 0.985509
0.985639 0.985706 0.985706
0.985837 0.985903 0.985903
0.986034 0.986101 0.986101
0.986231 0.986298 0.986298
0.986428 0.986495 0.986495
0.986626 0.986693 0.986693
0.986823 0.98689 0.98689
0.98702 0.987087 0.987087
0.987218 0.987285 0.987285
0.987415 0.987482 0.987482
0.987613 0.98768 0.98768
0.98781 0.987877 0.987877
0.988008 0.988075 0.988075
0.988205 0.988273 0.988273
0.988403 0.98847 0.98847
0.988601 0.988668 0.988668
0.988798 0.988866 0.988866
0.988996 0.989064 0.989064
0.989194 0.989262 0.989262
0.989392 0.989459 0.989459
0.98959 0.989657 0.989657
0.989788 0.989855 0.989855
0.989986 0.990053 0.990053
0.990184 0.990251 0.990251
0.990382 0.990449 0.990449
0.99058 0.990648 0.990648
0.990778 0.990846 0.990846
0.990976 0.991044 0.991044
0.991174 0.991242 0.991242
0.991373 0.99144 0.99144
0.991571 0.991639 0.991639
0.991769 0.991837 0.991837
0.991968 0.992035 0.992035
0.992166 0.992234 0.992234
0.992364 0.992432 0.992432
0.992563 0.992631 0.992631
0.992761 0.992829 0.992829
0.99296 0.993028 0.993028
0.993159 0.993227 0.993227
0.993357 0.993425 0.993425
0.993556 0.993624 0.993624
0.993755 0.993823 0.993823
0.993953 0.994022 0.994022
0.994152 0.99422 0.99422
0.994351 0.994419 0.994419
0.99455 0.994618 0.994618
0.994749 0.994817 0.994817
0.994948 0.995016 0.995016
0.995147 0.995215 0.995215
0.995346 0.995414 0.995414
0.995545 0.995613 0.995613
0.995744 0.995812 0.995812
0.995943 0.996012 0.996012
0.996142 0.996211 0.996211
0.996341 0.99641 0.99641
0.996541 0.996609 0.996609
0.99674 0.996809 0.996809
0.996939 0.997008 0.997008
0.997139 0.997208 0.997208
0.997338 0.997407 0.997407
0.997538 0.997607 0.997607
0.997737 0.997806 0.997806
0.997937 0.998006 0.998006
0.998136 0.998205 0.998205
0.998336 0.998405 0.998405
0.998536 0.998605 0.998605
0.998735 0.998804 0.998804
0.998935 0.999004 0.999004
0.999135 0.999204 0.999204
0.999335 0.999404 0.999404
0.999535 0.999604 0.999604
0.999734 0.999804 0.999804
0.999934 1 1
1.00013 1.0002 1.0002
1.00033 1.0004 1.0004
1.00053 1.0006 1.0006
1.00073 1.0008 1.0008
1.00093 1.001 1.001
1.00113 1.0012 1.0012
1.00134 1.0014 1.0014
1.00154 1.0016 1.0016
1.00174 1.00181 1.00181
1.00194 1.00201 1.00201
1.00214 1.00221 1.00221
1.00234 1.00241 1.00241
1.00254 1.00261 1.00261
1.00274 1.00281 1.00281
1.00294 1.00301 1.00301
1.00314 1.00321 1.00321
1.00334 1.00341 1.00341
1.00354 1.00361 1.00361
1.00374 1.00381 1.00381
1.00394 1.00401 1.00401
1.00414 1.00421 1.00421
1.00434 1.00441 1.00441
1.00454 1.00461 1.00461
1.00475 1.00482 1.00482
1.00495 1.00502 1.00502
1.00515 1.00522 1.00522
1.00535 1.00542 1.00542
1.00555 1.00562 1.00562
1.00575 1.00582 1.00582
1.00595 1.00602 1.00602
1.00615 1.00622 1.00622
1.00635 1.00642 1.00642
1.00656 1.00663 1.00663
1.00676 1.00683 1.00683
1.00696 1.00703 1.00703
1.00716 1.00723 1.00723
1.00736 1.00743 1.00743
1.00756 1.00763 1.00763
1.00776 1.00783 1.00783
1.00797 1.00804 1.00804
1.00817 1.00824 1.00824
1.00837 1.00844 1.00844
1.00857 1.00864 1.00864
1.00877 1.00884 1.00884
1.00897 1.00904 1.00904
1.00918 1.00925 1.00925
1.00938 1.00945 1.00945
1.00958 1.00965 1.00965
1.00978 1.00985 1.00985
1.00998 1.01005 1.01005
1.01019 1.01026 1.01026
1.01039 1.01046 1.01046
1.01059 1.01066 1.01066
1.01079 1.01086 1.01086
1.01099 1.01106 1.01106
1.0112 1.01127 1.01127
1.0114 1.01147 1.01147
1.0116 1.01167 1.01167
1.0118 1.01187 1.01187
1.012 1.01208 1.01208
1.01221 1.01228 1.01228
1.01241 1.01248 1.01248
1.01261 1.01268 1.01268
1.01281 1.01289 1.01289
1.01302 1.01309 1.01309
1.01322 1.01329 1.01329
1.01342 1.01349 1.01349
1.01363 1.0137 1.0137
1.01383 1.0139 1.0139
1.01403 1.0141 1.0141
1.01423 1.01431 1.01431
1.01444 1.01451 1.01451
1.01464 1.01471 1.01471
1.01484 1.01491 1.01491
1.01505 1.01512 1.01512
1.01525 1.01532 1.01532
1.01545 1.01552 1.01552
1.01565 1.01573 1.01573
1.01586 1.01593 1.01593
1.01606 1.01613 1.01613
1.01626 1.01634 1.01634
1.01647 1.01654 1.01654
1.01667 1.01674 1.01674
1.01687 1.01695 1.01695
1.01708 1.01715 1.01715
1.01728 1.01735 1.01735
1.01748 1.01756 1.01756
1.01769 1.01776 1.01776
1.01789 1.01796 1.01796
1.0181 1.01817 1.01817
1.0183 1.01837 1.01837
1.0185 1.01858 1.01858
1.01871 1.01878 1.01878
1.01891 1.01898 1.01898
1.01911 1.01919 1.01919
1.01932 1.01939 1.01939
1.01952 1.01959 1.01959
1.01973 1.0198 1.0198
1.01993 1.02 1.02
1.02013 1.02021 1.02021
1.02034 1.02041 1.02041
1.02054 1.02061 1.02061
1.02075 1.02082 1.02082
1.02095 1.02102 1.02102
1.02115 1.02123 1.02123
1.02136 1.02143 1.02143
1.02156 1.02164 1.02164
1.02177 1.02184 1.02184
1.02197 1.02204 1.02204
1.02218 1.02225 1.02225
1.02238 1.02245 1.02245
1.02259 1.02266 1.02266
1.02279 1.02286 1.02286
1.02299 1.02307 1.02307
1.0232 1.02327 1.02327
1.0234 1.02348 1.02348
1.02361 1.02368 1.02368
1.02381 1.02389 1.02389
1.02402 1.02409 1.02409
1.02422 1.0243 1.0243
1.02443 1.0245 1.0245
1.02463 1.02471 1.02471
1.02484 1.02491 1.02491
1.02504 1.02512 1.02512
1.02525 1.02532 1.02532
1.02545 1.02553 1.02553
1.02566 1.02573 1.02573
1.02586 1.02594 1.02594
1.02607 1.02614 1.02614
1.02627 1.02635 1.02635
1.02648 1.02655 1.02655
1.02668 1.02676 1.02676
1.02689 1.02696 1.02696
1.0271 1.02717 1.02717
1.0273 1.02737 1.02737
1.02751 1.02758 1.02758
1.02771 1.02779 1.02779
1.02792 1.02799 1.02799
1.02812 1.0282 1.0282
1.02833 1.0284 1.0284
1.02853 1.02861 1.02861
1.02874 1.02881 1.02881
1.02895 1.02902 1.02902
1.02915 1.02923 1.02923
1.02936 1.02943 1.02943
1.02956 1.02964 1.02964
1.02977 1.02984 1.02984
1.02998 1.03005 1.03005
1.03018 1.03026 1.03026
1.03039 1.03046 1.03046
1.03059 1.03067 1.03067
1.0308 1.03088 1.03088
1.03101 1.03108 1.03108
1.03121 1.03129 1.03129
1.03142 1.03149 1.03149
1.03163 1.0317 1.0317
1.03183 1.03191 1.03191
1.03204 1.03211 1.03211
1.03225 1.03232 1.03232
1.03245 1.03253 1.03253
1.03266 1.03273 1.03273
1.03287 1.03294 1.03294
1.03307 1.03315 1.03315
1.03328 1.03335 1.03335
1.03349 1.03356 1.03356
1.03369 1.03377 1.03377
1.0339 1.03397 1.03397
1.03411 1.03418 1.03418
1.03431 1.03439 1.03439
1.03452 1.0346 1.0346
1.03473 1.0348 1.0348
1.03493 1.03501 1.03501
1.03514 1.03522 1.03522
1.03535 1.03542 1.03542
1.03556 1.03563 1.03563
1.03576 1.03584 1.03584
1.03597 1.03605 1.03605
1.03618 1.03625 1.03625
1.03638 1.03646 1.03646
1.03659 1.03667 1.03667
1.0368 1.03688 1.03688
1.03701 1.03708 1.03708
1.03721 1.03729 1.03729
1.03742 1.0375 1.0375
1.03763 1.03771 1.03771
1.03784 1.03791 1.03791
1.03805 1.03812 1.03812
1.03825 1.03833 1.03833
1.03846 1.03854 1.03854
1.03867 1.03874 1.03874
1.03888 1.03895 1.03895
1.03908 1.03916 1.03916
1.03929 1.03937 1.03937
1.0395 1.03958 1.03958
1.03971 1.03978 1.03978
1.03992 1.03999 1.03999
1.04012 1.0402 1.0402
1.04033 1.04041 1.04041
1.04054 1.04062 1.04062
1.04075 1.04083 1.04083
1.04096 1.04103 1.04103
1.04117 1.04124 1.04124
1.04137 1.04145 1.04145
1.04158 1.04166 1.04166
1.04179 1.04187 1.04187
1.042 1.04208 1.04208
1.04221 1.04229 1.04229
1.04242 1.04249 1.04249
1.04263 1.0427 1.0427
1.04283 1.04291 1.04291
1.04304 1.04312 1.04312
1.04325 1.04333 1.04333
1.04346 1.04354 1.04354
1.04367 1.04375 1.04375
1.04388 1.04396 1.04396
1.04409 1.04416 1.04416
1.0443 1.04437 1.04437
1.04451 1.04458 1.04458
1.04471 1.04479 1.04479
1.04492 1.045 1.045
1.04513 1.04521 1.04521
1.04534 1.04542 1.04542
1.04555 1.04563 1.04563
1.04576 1.04584 1.04584
1.04597 1.04605 1.04605
1.04618 1.04626 1.04626
1.04639 1.04647 1.04647
1.0466 1.04668 1.04668
1.04681 1.04689 1.04689
1.04702 1.0471 1.0471
1.04723 1.0473 1.0473
1.04744 1.04751 1.04751
1.04765 1.04772 1.04772
1.04786 1.04793 1.04793
1.04807 1.04814 1.04814
1.04828 1.04835 1.04835
1.04849 1.04856 1.04856
1.0487 1.04877 1.04877
1.04891 1.04898 1.04898
1.04912 1.04919 1.04919
1.04933 1.0494 1.0494
1.04954 1.04961 1.04961
1.04975 1.04982 1.04982
1.04996 1.05003 1.05003
1.05017 1.05024 1.05024
1.05038 1.05046 1.05046
1.05059 1.05067 1.05067
1.0508 1.05088 1.05088
1.05101 1.05109 1.05109
1.05122 1.0513 1.0513
1.05143 1.05151 1.05151
1.05164 1.05172 1.05172
1.05185 1.05193 1.05193
1.05206 1.05214 1.05214
1.05227 1.05235 1.05235
1.05248 1.05256 1.05256
1.05269 1.05277 1.05277
1.0529 1.05298 1.05298
1.05311 1.05319 1.05319
1.05333 1.0534 1.0534
1.05354 1.05362 1.05362
1.05375 1.05383 1.05383
1.05396 1.05404 1.05404
1.05417 1.05425 1.05425
1.05438 1.05446 1.05446
1.05459 1.05467 1.05467
1.0548 1.05488 1.05488
1.05501 1.05509 1.05509
1.05523 1.0553 1.0553
1.05544 1.05552 1.05552
1.05565 1.05573 1.05573
1.05586 1.05594 1.05594
1.05607 1.05615 1.05615
1.05628 1.05636 1.05636
1.05649 1.05657 1.05657
1.05671 1.05679 1.05679
1.05692 1.057 1.057
1.05713 1.05721 1.05721
1.05734 1.05742 1.05742
1.05755 1.05763 1.05763
1.05776 1.05784 1.05784
1.05798 1.05806 1.05806
1.05819 1.05827 1.05827
1.0584 1.05848 1.05848
1.05861 1.05869 1.05869
1.05882 1.0589 1.0589
1.05904 1.05912 1.05912
1.05925 1.05933 1.05933
1.05946 1.05954 1.05954
1.05967 1.05975 1.05975
1.05989 1.05997 1.05997
1.0601 1.06018 1.06018
1.06031 1.06039 1.06039
1.06052 1.0606 1.0606
1.06074 1.06082 1.06082
1.06095 1.06103 1.06103
1.06116 1.06124 1.06124
1.06137 1.06145 1.06145
1.06159 1.06167 1.06167
1.0618 1.06188 1.06188
1.06201 1.06209 1.06209
1.06222 1.0623 1.0623
1.06244 1.06252 1.06252
1.06265 1.06273 1.06273
1.06286 1.06294 1.06294
1.06308 1.06316 1.06316
1.06329 1.06337 1.06337
1.0635 1.06358 1.06358
1.06371 1.0638 1.0638
1.06393 1.06401 1.06401
1.06414 1.06422 1.06422
1.06435 1.06444 1.06444
1.06457 1.06465 1.06465
1.06478 1.06486 1.06486
1.06499 1.06508 1.06508
1.06521 1.06529 1.06529
1.06542 1.0655 1.0655
1.06563 1.06572 1.06572
1.06585 1.06593 1.06593
1.06606 1.06614 1.06614
1.06628 1.06636 1.06636
1.06649 1.06657 1.06657
1.0667 1.06678 1.06678
1.06692 1.067 1.067
1.06713 1.06721 1.06721
1.06734 1.06743 1.06743
1.06756 1.06764 1.06764
1.06777 1.06785 1.06785
1.06799 1.06807 1.06807
1.0682 1.06828 1.06828
1.06841 1.0685 1.0685
1.06863 1.06871 1.06871
1.06884 1.06892 1.06892
1.06906 1.06914 1.06914
1.06927 1.06935 1.06935
1.06949 1.06957 1.06957
1.0697 1.06978 1.06978
1.06991 1.07 1.07
1.07013 1.07021 1.07021
1.07034 1.07043 1.07043
1.07056 1.07064 1.07064
1.07077 1.07085 1.07085
1.07099 1.07107 1.07107
1.0712 1.07128 1.07128
1.07142 1.0715 1.0715
1.07163 1.07171 1.07171
1.07185 1.07193 1.07193
1.07206 1.07214 1.07214
1.07228 1.07236 1.07236
1.07249 1.07257 1.07257
1.07271 1.07279 1.07279
1.07292 1.073 1.073
1.07314 1.07322 1.07322
1.07335 1.07343 1.07343
1.07357 1.07365 1.07365
1.07378 1.07386 1.07386
1.074 1.07408 1.07408
1.07421 1.0743 1.0743
1.07443 1.07451 1.07451
1.07464 1.07473 1.07473
1.07486 1.07494 1.07494
1.07507 1.07516 1.07516
1.07529 1.07537 1.07537
1.07551 1.07559 1.07559
1.07572 1.0758 1.0758
1.07594 1.07602 1.07602
1.07615 1.07624 1.07624
1.07637 1.07645 1.07645
1.07658 1.07667 1.07667
1.0768 1.07688 1.07688
1.07702 1.0771 1.0771
1.07723 1.07732 1.07732
1.07745 1.07753 1.07753
1.07766 1.07775 1.07775
1.07788 1.07796 1.07796
1.0781 1.07818 1.07818
1.07831 1.0784 1.0784
1.07853 1.07861 1.07861
1.07875 1.07883 1.07883
1.07896 1.07905 1.07905
1.07918 1.07926 1.07926
1.07939 1.07948 1.07948
1.07961 1.0797 1.0797
1.07983 1.07991 1.07991
1.08004 1.08013 1.08013
1.08026 1.08035 1.08035
1.08048 1.08056 1.08056
1.08069 1.08078 1.08078
1.08091 1.081 1.081
1.08113 1.08121 1.08121
1.08135 1.08143 1.08143
1.08156 1.08165 1.08165
1.08178 1.08186 1.08186
1.082 1.08208 1.08208
1.08221 1.0823 1.0823
1.08243 1.08251 1.08251
1.08265 1.08273 1.08273
1.08286 1.08295 1.08295
1.08308 1.08317 1.08317
1.0833 1.08338 1.08338
1.08352 1.0836 1.0836
1.08373 1.08382 1.08382
1.08395 1.08404 1.08404
1.08417 1.08425 1.08425
1.08439 1.08447 1.08447
1.0846 1.08469 1.08469
1.08482 1.08491 1.08491
1.08504 1.08512 1.08512
1.08526 1.08534 1.08534
1.08547 1.08556 1.08556
1.08569 1.08578 1.08578
1.08591 1.086 1.086
1.08613 1.08621 1.08621
1.08635 1.08643 1.08643
1.08656 1.08665 1.08665
1.08678 1.08687 1.08687
1.087 1.08709 1.08709
1.08722 1.0873 1.0873
1.08744 1.08752 1.08752
1.08766 1.08774 1.08774
1.08787 1.08796 1.08796
1.08809 1.08818 1.08818
1.08831 1.0884 1.0884
1.08853 1.08861 1.08861
1.08875 1.08883 1.08883
1.08897 1.08905 1.08905
1.08918 1.08927 1.08927
1.0894 1.08949 1.08949
1.08962 1.08971 1.08971
1.08984 1.08993 1.08993
1.09006 1.09014 1.09014
1.09028 1.09036 1.09036
1.0905 1.09058 1.09058
1.09072 1.0908 1.0908
1.09093 1.09102 1.09102
1.09115 1.09124 1.09124
1.09137 1.09146 1.09146
1.09159 1.09168 1.09168
1.09181 1.0919 1.0919
1.09203 1.09212 1.09212
1.09225 1.09234 1.09234
1.09247 1.09256 1.09256
1.09269 1.09277 1.09277
1.09291 1.09299 1.09299
1.09313 1.09321 1.09321
1.09335 1.09343 1.09343
1.09357 1.09365 1.09365
1.09379 1.09387 1.09387
1.09401 1.09409 1.09409
1.09423 1.09431 1.09431
1.09444 1.09453 1.09453
1.09466 1.09475 1.09475
1.09488 1.09497 1.09497
1.0951 1.09519 1.09519
1.09532 1.09541 1.09541
1.09554 1.09563 1.09563
1.09576 1.09585 1.09585
1.09598 1.09607 1.09607
1.0962 1.09629 1.09629
1.09642 1.09651 1.09651
1.09664 1.09673 1.09673
1.09687 1.09695 1.09695
1.09709 1.09717 1.09717
1.09731 1.09739 1.09739
1.09753 1.09761 1.09761
1.09775 1.09783 1.09783
1.09797 1.09805 1.09805
1.09819 1.09827 1.09827
1.09841 1.0985 1.0985
1.09863 1.09872 1.09872
1.09885 1.09894 1.09894
1.09907 1.09916 1.09916
1.09929 1.09938 1.09938
1.09951 1.0996 1.0996
1.09973 1.09982 1.09982
1.09995 1.10004 1.10004
1.10017 1.10026 1.10026
1.1004 1.10048 1.10048
1.10062 1.1007 1.1007
1.10084 1.10093 1.10093
1.10106 1.10115 1.10115
1.10128 1.10137 1.10137
1.1015 1.10159 1.10159
1.10172 1.10181 1.10181
1.10194 1.10203 1.10203
1.10217 1.10225 1.10225
1.10239 1.10248 1.10248
1.10261 1.1027 1.1027
1.10283 1.10292 1.10292
1.10305 1.10314 1.10314
1.10327 1.10336 1.10336
1.1035 1.10358 1.10358
1.10372 1.10381 1.10381
1.10394 1.10403 1.10403
1.10416 1.10425 1.10425
1.10438 1.10447 1.10447
1.1046 1.10469 1.10469
1.10483 1.10492 1.10492
1.10505 1.10514 1.10514
1.10527 1.10536 1.10536
1.10549 1.10558 1.10558
1.10572 1.1058 1.1058
1.10594 1.10603 1.10603
1.10616 1.10625 1.10625
1.10638 1.10647 1.10647
1.1066 1.10669 1.10669
1.10683 1.10692 1.10692
1.10705 1.10714 1.10714
1.10727 1.10736 1.10736
1.10749 1.10758 1.10758
1.10772 1.10781 1.10781
1.10794 1.10803 1.10803
1.10816 1.10825 1.10825
1.10839 1.10848 1.10848
1.10861 1.1087 1.1087
1.10883 1.10892 1.10892
1.10905 1.10914 1.10914
1.10928 1.10937 1.10937
1.1095 1.10959 1.10959
1.10972 1.10981 1.10981
1.10995 1.11004 1.11004
1.11017 1.11026 1.11026
1.11039 1.11048 1.11048
1.11062 1.11071 1.11071
1.11084 1.11093 1.11093
1.11106 1.11115 1.11115
1.11129 1.11138 1.11138
1.11151 1.1116 1.1116
1.11173 1.11182 1.11182
1.11196 1.11205 1.11205
1.11218 1.11227 1.11227
1.1124 1.11249 1.11249
1.11263 1.11272 1.11272
1.11285 1.11294 1.11294
1.11308 1.11317 1.11317
1.1133 1.11339 1.11339
1.11352 1.11361 1.11361
1.11375 1.11384 1.11384
1.11397 1.11406 1.11406
1.1142 1.11429 1.11429
1.11442 1.11451 1.11451
1.11464 1.11473 1.11473
1.11487 1.11496 1.11496
1.11509 1.11518 1.11518
1.11532 1.11541 1.11541
1.11554 1.11563 1.11563
1.11577 1.11586 1.11586
1.11599 1.11608 1.11608
1.11622 1.11631 1.11631
1.11644 1.11653 1.11653
1.11666 1.11676 1.11676
1.11689 1.11698 1.11698
1.11711 1.1172 1.1172
1.11734 1.11743 1.11743
1.11756 1.11765 1.11765
1.11779 1.11788 1.11788
1.11801 1.1181 1.1181
1.11824 1.11833 1.11833
1.11846 1.11855 1.11855
1.11869 1.11878 1.11878
1.11891 1.119 1.119
1.11914 1.11923 1.11923
1.11936 1.11946 1.11946
1.11959 1.11968 1.11968
1.11981 1.11991 1.11991
1.12004 1.12013 1.12013
1.12027 1.12036 1.12036
1.12049 1.12058 1.12058
1.12072 1.12081 1.12081
1.12094 1.12103 1.12103
1.12117 1.12126 1.12126
1.12139 1.12149 1.12149
1.12162 1.12171 1.12171
1.12185 1.12194 1.12194
1.12207 1.12216 1.12216
1.1223 1.12239 1.12239
1.12252 1.12261 1.12261
1.12275 1.12284 1.12284
1.12297 1.12307 1.12307
1.1232 1.12329 1.12329
1.12343 1.12352 1.12352
1.12365 1.12375 1.12375
1.12388 1.12397 1.12397
1.12411 1.1242 1.1242
1.12433 1.12442 1.12442
1.12456 1.12465 1.12465
1.12479 1.12488 1.12488
1.12501 1.1251 1.1251
1.12524 1.12533 1.12533
1.12546 1.12556 1.12556
1.12569 1.12578 1.12578
1.12592 1.12601 1.12601
1.12614 1.12624 1.12624
1.12637 1.12646 1.12646
1.1266 1.12669 1.12669
1.12683 1.12692 1.12692
1.12705 1.12715 1.12715
1.12728 1.12737 1.12737
1.12751 1.1276 1.1276
1.12773 1.12783 1.12783
1.12796 1.12805 1.12805
1.12819 1.12828 1.12828
1.12842 1.12851 1.12851
1.12864 1.12874 1.12874
1.12887 1.12896 1.12896
1.1291 1.12919 1.12919
1.12933 1.12942 1.12942
1.12955 1.12965 1.12965
1.12978 1.12987 1.12987
1.13001 1.1301 1.1301
1.13024 1.13033 1.13033
1.13046 1.13056 1.13056
1.13069 1.13078 1.13078
1.13092 1.13101 1.13101
1.13115 1.13124 1.13124
1.13137 1.13147 1.13147
1.1316 1.1317 1.1317
1.13183 1.13192 1.13192
1.13206 1.13215 1.13215
1.13229 1.13238 1.13238
1.13252 1.13261 1.13261
1.13274 1.13284 1.13284
1.13297 1.13307 1.13307
1.1332 1.13329 1.13329
1.13343 1.13352 1.13352
1.13366 1.13375 1.13375
1.13389 1.13398 1.13398
1.13411 1.13421 1.13421
1.13434 1.13444 1.13444
1.13457 1.13467 1.13467
